	baseMean	log2FoldChange	lfcSE	pvalue	padj
E2F4	891.453851559392	-0.119544119604783	0.0340113096243412	0.000150325055210346	0.000943590096402707
PI4KB	2193.26417185748	-0.12614389280707	0.0392951038257749	0.00041427072749541	0.00232395683831902
CUL2	699.002840535584	-0.132406922597695	0.0424792996463111	0.000526478642500082	0.00287953868901693
TRAPPC10	1469.66630272031	-0.13366807028704	0.0480365817716821	0.00155730287888904	0.00746750501888158
DRG1	430.831066809328	-0.134223470432834	0.04445283357802	0.000716538388719455	0.0037774772960009
IPO9	469.626513850701	-0.134423142344429	0.0490918613028621	0.0017736784830892	0.00834057586102275
GON4L	772.960803166876	-0.135796160249193	0.0503739695010992	0.00199089338411603	0.00920967227328496
VPS37C	1780.91084113239	-0.139852010909914	0.0519992959678579	0.00194092467909095	0.00900623978003026
C6orf89	1034.50955110806	-0.141000253973714	0.0455684841062777	0.000512320922021444	0.00281407242165329
UBE2K	1164.87985275056	-0.141904321759086	0.051755948157496	0.00161398191766433	0.00770338481509191
GUCD1	1913.78817992328	-0.143833075162964	0.0399665738200904	7.77560470100147e-05	0.000522163323524172
CNOT11	554.2922006621	-0.144632562300355	0.044754464142764	0.000303606198637682	0.00176868662037626
ZPR1	702.684568515405	-0.144984711664698	0.0522627793183447	0.00141153026077016	0.00687260923937689
NRBP1	1496.16822052404	-0.145367899886653	0.0470527268282599	0.000495837217490484	0.00273082082095402
VRK3	754.491230939221	-0.145704633964238	0.0500098190619565	0.000893332786294804	0.00458842122086917
COPS7A	424.894169642893	-0.146465430828651	0.0526435849219884	0.00135537619269725	0.00663373466720709
LEMD2	830.592208486204	-0.146615583420731	0.0400716109607184	5.9407548963263e-05	0.000410767981253298
ATXN7L3B	948.152114431803	-0.148921566687751	0.0491261341998054	0.000582529749638707	0.00314761873124108
SNU13	820.686897974355	-0.152184564871345	0.0549200156754357	0.0013293748644618	0.00652198789012066
LARP4B	2891.36205485183	-0.153598292025993	0.058834478516888	0.00216390204146764	0.00992298827841278
ATXN3	400.803049397621	-0.15360917221785	0.048956708162107	0.000385380968892234	0.00217525028706359
TMEM87A	409.003610675743	-0.154241913857944	0.0435041077092293	8.52257216142682e-05	0.000566262724224033
STX18	500.168931415322	-0.15464781500005	0.0585521677570877	0.00195293088566369	0.0090462642736191
GLE1	277.327435187661	-0.155318765551311	0.059430811109077	0.00211454683545853	0.00970747784167665
ACAP2	2580.18334907811	-0.155735309778044	0.0510406975631471	0.000509736012293904	0.00280190070725188
TDG	342.13289941956	-0.156886236125643	0.0589532438593799	0.00180160635112916	0.00844993213604593
CBFB	1258.03767368007	-0.157114091756274	0.0504752443242907	0.000406986170158813	0.00228762383961649
TIMM23	435.940610697562	-0.157968503899906	0.0493502092363861	0.00029588092275707	0.00172906727255026
CDC5L	887.670823554552	-0.158943448820577	0.0564077462183865	0.00107876807296964	0.0054151578115207
PUM1	1742.45995622264	-0.160668195793302	0.0599680608815201	0.00165231194792513	0.00784958568341161
C6orf106	2385.67529550576	-0.161177248858989	0.0591290161823664	0.00142152690074841	0.00691160691031221
RMND5A	1033.16090874388	-0.162073004309467	0.0624907939950264	0.00212987016649886	0.00977564321790777
ARFGAP1	681.330566056854	-0.163291026591069	0.0387267453816932	4.72877135089304e-06	4.08992010575768e-05
PPP2R5C	2015.0577397019	-0.163336498632138	0.0534043091177372	0.000465946800404804	0.00258348729860664
ZC3H14	222.237449020247	-0.165804164181077	0.0580575133988945	0.000903386782388803	0.00463312224188236
LARP4	437.651808772271	-0.166427467749972	0.0600323423677984	0.0011790382131234	0.00586270910421149
METTL16	298.717464801558	-0.166752138772655	0.0635147813408072	0.0018674652063778	0.00871512000145828
GDAP2	839.125625814468	-0.167278317284127	0.0500833095283563	0.000165405742672009	0.00102697301183441
NLK	416.68090490704	-0.16754804717746	0.0589780088374908	0.000937015871770098	0.00478175559958868
PDS5B	666.761118281394	-0.167953536867589	0.0649551092631541	0.00209261657439329	0.00961967797915916
CDK19	592.864876913169	-0.168696270817247	0.0620596528225856	0.00137845394871599	0.00673227354587711
NUP133	333.332709346537	-0.168830258403043	0.0578809126431531	0.000722827008848706	0.0038047808989693
VEZT	348.067067016552	-0.169933495321681	0.0562295456701473	0.000502830915213023	0.00276859751442953
TNPO3	1066.73877876902	-0.170126697145435	0.0443840182489865	2.34585205854201e-05	0.000175776591247489
KIAA2026	756.289604300414	-0.170949650666657	0.0625060850720857	0.00128822137833887	0.00633986056003688
RAB3GAP2	948.645871184052	-0.171252591168706	0.0646678885407791	0.00168895358457714	0.00799997904149612
NUDCD3	454.301080708502	-0.171675625906087	0.0638822648783572	0.00149020350668095	0.00718931473703804
STRN	748.341208121211	-0.172177512577746	0.0565273889281607	0.000456543654141169	0.00253613451069349
PUM2	2230.33854297328	-0.174070370047238	0.0601406485128723	0.000752573170511	0.00393918737126287
INTS9	306.294979155282	-0.174358698945683	0.0598435547649592	0.000704844010912664	0.00372537127370639
TMCC1	585.877228310199	-0.175762679667732	0.0667071873748767	0.00171271892003197	0.00809949540302871
GATAD1	157.249298921403	-0.175858546707956	0.0633456041298034	0.00109523224699352	0.00548575918065693
ZFAT	654.942460388824	-0.176339535528626	0.0686913009652571	0.00210229041893674	0.00965767529806704
NAP1L4	652.183399254383	-0.176755431280821	0.0509809889338231	9.63377757290642e-05	0.00063249715169152
AKAP10	717.975459513433	-0.176796541463932	0.0649776721449373	0.00129972482953182	0.0063871836858005
CRTC2	898.126583139768	-0.177396101751169	0.0676299191634626	0.0017599389530514	0.00828661416429878
RABGAP1	928.860765543401	-0.177761721532914	0.0618986896482885	0.000793331330271126	0.00411795798477767
ENOX2	271.386947326489	-0.177895227415979	0.0689984050405925	0.00201433746963347	0.00930348098208268
SIL1	498.16080721388	-0.178536291033289	0.0563479831031186	0.000286203648576692	0.00167823490256883
PHYKPL	881.132688296018	-0.179044293154847	0.0499015450253559	5.9595323357692e-05	0.000411764060916008
UBE2V2	367.762399787536	-0.179311377423607	0.0523104304491188	0.00011020694915377	0.000714435471262749
SLAIN2	1261.36121552934	-0.179840871348075	0.0320351661879129	3.17531979364987e-09	4.85404012437888e-08
EFCAB14	820.164343972522	-0.181149162017431	0.0547653292434531	0.00017068448366923	0.00105624178525657
ARAP1	4033.39882199732	-0.182664634636251	0.0590331146595079	0.000363474636775436	0.00206769536253563
GOSR1	614.053730948527	-0.182764339721014	0.0585499544276052	0.000330290910273832	0.00190046581929373
CDK13	1211.78168875484	-0.182937192427671	0.0526774352025372	9.11985114416542e-05	0.000602021357530791
CEP89	78.9385291430241	-0.183922614963879	0.0713700316722279	0.00195905751304262	0.00906851909749494
ZNF81	247.572536275273	-0.184794627709571	0.0584204336579329	0.000282357182372076	0.00165950238639898
VPS50	205.620140485736	-0.185791993621063	0.0681323833434031	0.0012164581723085	0.00602983458285227
TXNL4A	628.145131046346	-0.186271007976086	0.0583469094510377	0.000252705885614736	0.0015029750749998
RCC1L	249.380890833231	-0.186578788917053	0.0645356183211951	0.000711458593972311	0.00375262036133665
C5orf51	417.547838202383	-0.186586780412466	0.063663808802919	0.000623332103133211	0.00334176168683401
CUL5	481.664318512562	-0.186771429556905	0.048220307070738	1.81080655418818e-05	0.000139026700220059
SMARCAD1	180.766756692908	-0.18778341621407	0.0734627464723862	0.00204991640494171	0.0094508357490658
PEX16	317.204421779363	-0.187846239980744	0.072127990205511	0.00176827390819672	0.00832205030536499
PPP2R5E	640.164259904189	-0.188471070641191	0.065758929789506	0.000766146409901485	0.00399904325980035
MKRN1	1752.35707556508	-0.189302652951483	0.0563357248392889	0.00013545245515607	0.000861269999162949
THAP12	437.209671677274	-0.189774055466262	0.071315173993543	0.00147029382290413	0.00711327667530577
ERGIC2	199.343617941386	-0.189927436511337	0.0675563732116395	0.000910343168283895	0.00466647260353996
POLR2B	983.437441552732	-0.189958823027412	0.0616330819935307	0.000366825977272787	0.00208309791861187
CWF19L1	382.936672747617	-0.190159744799147	0.0642093014157856	0.000553499125648995	0.00301417907610802
EXOC3	910.163373304112	-0.190575791176957	0.057054187459892	0.000145144471432529	0.000915259774500676
ZMYM5	241.341062550498	-0.190735184592082	0.0595635693766029	0.0002395360876906	0.00143234366181976
TOPBP1	347.721693569837	-0.190777937255842	0.0594420391821181	0.000233352244836467	0.00139821077162351
MED4	407.034922603124	-0.190880567598595	0.0553994331211792	9.77955155801802e-05	0.000640840932668085
HS1BP3	1130.3003621092	-0.191062718375958	0.0652893468434397	0.000620472053243322	0.00333076779742619
