NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	199	168		
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	200	167		
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	200	176		
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_DN	184	80		
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	196	165		
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN	186	87		
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	190	168		
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN	199	168		
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP	190	120		
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	200	179		
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	187	143		
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN	196	156		
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP	191	150		
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN	199	176		
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP	186	85		
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN	198	174		
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP	186	74		
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	189	88		
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	193	168		
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	198	153		
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_UP	188	131		
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN	192	89		
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP	197	179		
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN	199	176		
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP	191	154		
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	198	157		
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_UP	200	165		
GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_DN	199	161		
GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP	200	163		
GSE13493_DP_VS_CD8POS_THYMOCYTE_DN	200	156		
GSE13493_DP_VS_CD8POS_THYMOCYTE_UP	199	162		
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	199	158		
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_UP	149	104		
GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_DN	138	97		
GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_UP	199	163		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN	200	150		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_UP	135	88		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_DN	139	94		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP	138	113		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_DN	200	170		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	200	163		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_DN	140	106		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP	157	131		
GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN	199	137		
GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	200	176		
GSE13522_WT_VS_IFNAR_KO_SKIN_DN	178	147		
GSE13522_WT_VS_IFNAR_KO_SKIN_UP	200	160		
GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN	127	100		
GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	129	76		
GSE13522_WT_VS_IFNG_KO_SKIN_DN	127	82		
GSE13522_WT_VS_IFNG_KO_SKIN_UP	138	77		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	184	153		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	176	155		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN	174	143		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP	167	139		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN	178	143		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	187	156		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN	168	122		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	183	158		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN	162	134		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_UP	150	109		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN	171	141		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_UP	165	133		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	159	122		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_UP	147	89		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_DN	160	130		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	181	145		
GSE13547_WT_VS_ZFX_KO_BCELL_DN	178	147		
GSE13547_WT_VS_ZFX_KO_BCELL_UP	163	143		
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	198	179		
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	194	136		
GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_DN	200	172		
GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_UP	195	148		
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	198	165		
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	198	176		
GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN	134	93		
GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_UP	148	114		
GSE13762_CTRL_VS_125_VITAMIND_DAY5_DC_DN	134	87		
GSE13762_CTRL_VS_125_VITAMIND_DAY5_DC_UP	136	97		
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN	136	78		
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_UP	129	75		
GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_DN	126	100		
GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_UP	116	80		
GSE13887_RESTING_VS_ACT_CD4_TCELL_DN	131	111		
GSE13887_RESTING_VS_ACT_CD4_TCELL_UP	108	70		
GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_DN	113	91		
GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_UP	139	84		
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	170	140		
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	178	153		
GSE14000_4H_VS_16H_LPS_DC_DN	200	160		
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_DN	198	163		
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP	196	177		
GSE14000_4H_VS_16H_LPS_DC_UP	197	168		
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_DN	196	150		
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP	188	120		
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	194	140		
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	199	178		
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN	195	142		
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP	200	165		
GSE14000_UNSTIM_VS_16H_LPS_DC_DN	200	174		
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN	197	167		
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP	197	172		
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	197	168		
GSE14000_UNSTIM_VS_4H_LPS_DC_DN	199	162		
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	197	162		
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	199	168		
GSE14000_UNSTIM_VS_4H_LPS_DC_UP	197	164		
GSE14026_TH1_VS_TH17_DN	200	153		
GSE14026_TH1_VS_TH17_UP	200	137		
GSE14308_INDUCED_VS_NATURAL_TREG_DN	200	174		
GSE14308_INDUCED_VS_NATURAL_TREG_UP	200	161		
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_DN	200	170		
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	199	167		
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_DN	200	164		
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP	199	146		
GSE14308_TH17_VS_INDUCED_TREG_DN	200	163		
GSE14308_TH17_VS_INDUCED_TREG_UP	200	171		
GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	199	159		
GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	200	162		
GSE14308_TH17_VS_NATURAL_TREG_DN	200	162		
GSE14308_TH17_VS_NATURAL_TREG_UP	200	168		
GSE14308_TH1_VS_INDUCED_TREG_DN	200	158		
GSE14308_TH1_VS_INDUCED_TREG_UP	200	168		
GSE14308_TH1_VS_NAIVE_CD4_TCELL_DN	200	155		
GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP	200	165		
GSE14308_TH1_VS_NATURAL_TREG_DN	199	168		
GSE14308_TH1_VS_NATURAL_TREG_UP	200	164		
GSE14308_TH1_VS_TH17_DN	200	172		
GSE14308_TH1_VS_TH17_UP	200	160		
GSE14308_TH2_VS_INDUCED_TREG_DN	200	165		
GSE14308_TH2_VS_INDUCED_TREG_UP	198	163		
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	200	160		
GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	200	156		
GSE14308_TH2_VS_NATURAL_TREG_DN	199	163		
GSE14308_TH2_VS_NATURAL_TREG_UP	199	154		
GSE14308_TH2_VS_TH17_DN	199	172		
GSE14308_TH2_VS_TH17_UP	200	167		
GSE14308_TH2_VS_TH1_DN	200	167		
GSE14308_TH2_VS_TH1_UP	199	170		
GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	200	168		
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	200	176		
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	200	173		
GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP	200	159		
GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN	200	165		
GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP	200	177		
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	198	144		
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP	195	155		
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	200	163		
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP	200	184		
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	200	166		
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP	200	168		
GSE14350_IL2RB_KO_VS_WT_TEFF_DN	200	156		
GSE14350_IL2RB_KO_VS_WT_TEFF_UP	200	168		
GSE14350_IL2RB_KO_VS_WT_TREG_DN	200	169		
GSE14350_IL2RB_KO_VS_WT_TREG_UP	199	160		
GSE14350_TREG_VS_TEFF_DN	200	133		
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN	199	147		
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_UP	200	178		
GSE14350_TREG_VS_TEFF_UP	199	181		
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	159	134		
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_UP	143	87		
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN	118	77		
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_UP	125	87		
GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_DN	137	110		
GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_UP	141	114		
GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN	124	75		
GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_UP	146	96		
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN	178	157		
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	172	139		
GSE14415_ACT_VS_CTRL_NATURAL_TREG_DN	168	139		
GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP	183	151		
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	173	141		
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP	171	137		
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	178	154		
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_UP	185	160		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN	181	153		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_DN	143	99		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	174	148		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	172	139		
GSE14415_INDUCED_TREG_VS_TCONV_DN	165	132		
GSE14415_INDUCED_TREG_VS_TCONV_UP	179	152		
GSE14415_INDUCED_VS_NATURAL_TREG_DN	181	151		
GSE14415_INDUCED_VS_NATURAL_TREG_UP	149	120		
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN	164	126		
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP	152	116		
GSE14415_NATURAL_TREG_VS_TCONV_DN	180	148		
GSE14415_NATURAL_TREG_VS_TCONV_UP	160	133		
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	185	153		
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_UP	172	137		
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN	200	152		
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	200	163		
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN	200	155		
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP	200	159		
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	200	165		
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	200	163		
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	199	153		
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	199	180		
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	197	146		
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	184		
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	199	161		
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	199	160		
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_DN	199	168		
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	197	152		
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	197	161		
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	200	172		
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	199	138		
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	171		
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	200	171		
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	195	157		
GSE1460_DP_VS_CD4_THYMOCYTE_DN	200	163		
GSE1460_DP_VS_CD4_THYMOCYTE_UP	200	167		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	199	171		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	199	178		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	197	166		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	198	153		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	196	155		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	200	170		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	199	151		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	178		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN	200	165		
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_UP	198	158		
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	200	164		
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP	193	151		
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	199	161		
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	193	142		
GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_DN	185	157		
GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP	180	153		
GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	175	149		
GSE14699_NAIVE_VS_ACT_CD8_TCELL_UP	199	159		
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	200	162		
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	152	126		
GSE14769_20MIN_VS_360MIN_LPS_BMDM_DN	200	167		
GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP	200	173		
GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	199	174		
GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP	200	173		
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	200	175		
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP	199	172		
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN	200	168		
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	199	120		
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN	200	170		
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP	200	176		
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	200	183		
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP	200	170		
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	200	170		
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_UP	199	142		
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN	200	174		
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP	200	161		
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN	199	165		
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	200	171		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_DN	200	153		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_UP	200	170		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN	200	173		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP	200	170		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	200	174		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP	200	163		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN	200	170		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	200	163		
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	199	173		
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_UP	200	159		
GSE15215_CD2_POS_VS_NEG_PDC_DN	200	180		
GSE15215_CD2_POS_VS_NEG_PDC_UP	195	146		
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN	175	151		
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP	176	160		
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_DN	199	143		
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	200	169		
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	198	132		
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP	200	156		
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	200	154		
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	200	149		
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN	200	170		
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_UP	200	163		
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_DN	200	175		
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP	199	171		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	172		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	200	171		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	200	165		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	200	170		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	181	157		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_DN	198	177		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP	198	159		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP	200	151		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	168	139		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	199	161		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	200	174		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	162	135		
GSE15330_HSC_VS_PRO_BCELL_DN	200	173		
GSE15330_HSC_VS_PRO_BCELL_UP	200	171		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	178		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	200	168		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	198	173		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	199	155		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	200	170		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	179	153		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	166	137		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	200	180		
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	200	169		
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP	200	149		
GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_DN	199	168		
GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP	200	181		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	165		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	199	162		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	200	174		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	178	150		
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	166		
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	200	174		
GSE15330_WT_VS_IKAROS_KO_HSC_DN	199	171		
GSE15330_WT_VS_IKAROS_KO_HSC_UP	200	173		
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_DN	200	165		
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	200	175		
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	200	173		
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	200	171		
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN	147	114		
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	171	152		
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_DN	171	139		
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_UP	160	137		
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN	163	136		
